date,latitude,longitude,precipitation,evapotranspiration,wind_speed_10m,wind_direction_10m
2022-10-01 00:00:00+00:00,16.05242,108.1776,0.0,0.0,1.4399999,180.0
2022-10-01 01:00:00+00:00,16.05242,108.1776,0.0,0.0,1.8,216.86998
2022-10-01 02:00:00+00:00,16.05242,108.1776,0.0,0.0,2.0991426,120.96369
2022-10-01 03:00:00+00:00,16.05242,108.1776,0.0,0.0,3.8939953,123.6901
2022-10-01 04:00:00+00:00,16.05242,108.1776,0.1,0.0,3.9763298,84.805664
2022-10-01 05:00:00+00:00,16.05242,108.1776,0.3,0.0,6.849467,86.98728
2022-10-01 06:00:00+00:00,16.05242,108.1776,0.6,0.0,10.1376915,83.88459
2022-10-01 07:00:00+00:00,16.05242,108.1776,3.8,0.0,11.165805,110.77233
2022-10-01 08:00:00+00:00,16.05242,108.1776,0.9,0.0,6.1305785,130.23628
2022-10-01 09:00:00+00:00,16.05242,108.1776,0.8,0.0,5.95906,115.01687
2022-10-01 10:00:00+00:00,16.05242,108.1776,0.2,0.0,5.1165614,140.71062
2022-10-01 11:00:00+00:00,16.05242,108.1776,0.1,0.0,3.319036,167.4712
2022-10-01 12:00:00+00:00,16.05242,108.1776,0.0,0.0,3.2599385,83.659904
2022-10-01 13:00:00+00:00,16.05242,108.1776,0.3,0.0,3.096837,125.537766
2022-10-01 14:00:00+00:00,16.05242,108.1776,0.1,0.0,3.6179552,185.7105
2022-10-01 15:00:00+00:00,16.05242,108.1776,0.0,0.0,4.3349743,221.63345
2022-10-01 16:00:00+00:00,16.05242,108.1776,0.0,0.0,4.1046314,217.87505
2022-10-01 17:00:00+00:00,16.05242,108.1776,0.0,0.0,3.0547013,224.9999
2022-10-01 18:00:00+00:00,16.05242,108.1776,0.0,0.0,4.198285,210.96368
2022-10-01 19:00:00+00:00,16.05242,108.1776,0.0,0.0,4.829907,206.56499
2022-10-01 20:00:00+00:00,16.05242,108.1776,0.0,0.0,3.319036,220.60121
2022-10-01 21:00:00+00:00,16.05242,108.1776,0.0,0.0,3.219938,206.56499
2022-10-01 22:00:00+00:00,16.05242,108.1776,0.0,0.0,2.0991426,239.0363
2022-10-01 23:00:00+00:00,16.05242,108.1776,0.0,0.0,1.1384199,251.56496
2022-10-02 00:00:00+00:00,16.05242,108.1776,0.0,0.0,2.16,270.0
2022-10-02 01:00:00+00:00,16.05242,108.1776,0.0,0.0,1.5273507,135.0001
2022-10-02 02:00:00+00:00,16.05242,108.1776,0.1,0.0,7.7043357,127.40543
2022-10-02 03:00:00+00:00,16.05242,108.1776,0.3,0.0,10.883676,124.21575
2022-10-02 04:00:00+00:00,16.05242,108.1776,0.1,0.0,9.178235,115.55992
2022-10-02 05:00:00+00:00,16.05242,108.1776,0.1,0.0,11.874544,104.03627
2022-10-02 06:00:00+00:00,16.05242,108.1776,0.1,0.0,14.973576,99.68872
2022-10-02 07:00:00+00:00,16.05242,108.1776,0.1,0.0,16.454008,100.08054
2022-10-02 08:00:00+00:00,16.05242,108.1776,0.2,0.0,16.516901,106.4601
2022-10-02 09:00:00+00:00,16.05242,108.1776,0.2,0.0,16.279802,108.03438
2022-10-02 10:00:00+00:00,16.05242,108.1776,0.2,0.0,12.7279215,118.7397
2022-10-02 11:00:00+00:00,16.05242,108.1776,0.0,0.0,8.942214,130.10085
2022-10-02 12:00:00+00:00,16.05242,108.1776,0.0,0.0,5.3517847,160.34608
2022-10-02 13:00:00+00:00,16.05242,108.1776,0.2,0.0,5.815978,201.80147
2022-10-02 14:00:00+00:00,16.05242,108.1776,0.3,0.0,6.1305785,220.23628
2022-10-02 15:00:00+00:00,16.05242,108.1776,0.5,0.0,4.072935,224.9999
2022-10-02 16:00:00+00:00,16.05242,108.1776,0.3,0.0,3.096837,215.53777
2022-10-02 17:00:00+00:00,16.05242,108.1776,0.3,0.0,2.9024127,172.87508
2022-10-02 18:00:00+00:00,16.05242,108.1776,0.0,0.0,3.5455887,203.9625
2022-10-02 19:00:00+00:00,16.05242,108.1776,0.0,0.0,2.4149535,243.43501
2022-10-02 20:00:00+00:00,16.05242,108.1776,0.0,0.0,3.319036,257.4712
2022-10-02 21:00:00+00:00,16.05242,108.1776,0.0,0.0,2.7416782,246.80138
2022-10-02 22:00:00+00:00,16.05242,108.1776,0.0,0.0,4.0249224,259.69522
2022-10-02 23:00:00+00:00,16.05242,108.1776,0.0,0.0,2.8799999,270.0
2022-10-03 00:00:00+00:00,16.05242,108.1776,0.0,0.0,3.6,270.0
2022-10-03 01:00:00+00:00,16.05242,108.1776,0.0,0.0,1.8,143.13002
2022-10-03 02:00:00+00:00,16.05242,108.1776,0.1,0.0,4.072935,135.0001
2022-10-03 03:00:00+00:00,16.05242,108.1776,0.1,0.0,5.634891,116.56499
2022-10-03 04:00:00+00:00,16.05242,108.1776,0.1,0.0,7.92,90.0
2022-10-03 05:00:00+00:00,16.05242,108.1776,0.1,0.0,10.182337,81.86999
2022-10-03 06:00:00+00:00,16.05242,108.1776,1.9,0.0,13.75558,96.00892
2022-10-03 07:00:00+00:00,16.05242,108.1776,0.2,0.0,6.924738,98.97255
2022-10-03 08:00:00+00:00,16.05242,108.1776,0.1,0.0,7.2359104,84.2895
2022-10-03 09:00:00+00:00,16.05242,108.1776,0.2,0.0,8.287822,124.3804
2022-10-03 10:00:00+00:00,16.05242,108.1776,0.1,0.0,7.072878,194.7436
2022-10-03 11:00:00+00:00,16.05242,108.1776,0.0,0.0,3.6,233.13002
2022-10-03 12:00:00+00:00,16.05242,108.1776,0.0,0.0,2.8116899,219.80553
2022-10-03 13:00:00+00:00,16.05242,108.1776,0.0,0.0,3.563818,224.9999
2022-10-03 14:00:00+00:00,16.05242,108.1776,0.1,0.0,3.6,180.0
2022-10-03 15:00:00+00:00,16.05242,108.1776,0.1,0.0,0.35999998,270.0
2022-10-03 16:00:00+00:00,16.05242,108.1776,0.0,0.0,2.6208394,254.05453
2022-10-03 17:00:00+00:00,16.05242,108.1776,0.0,0.0,4.3349743,265.23645
2022-10-03 18:00:00+00:00,16.05242,108.1776,0.0,0.0,5.8048253,277.1249
2022-10-03 19:00:00+00:00,16.05242,108.1776,0.0,0.0,4.452954,255.96373
2022-10-03 20:00:00+00:00,16.05242,108.1776,0.0,0.0,3.2399998,270.0
2022-10-03 21:00:00+00:00,16.05242,108.1776,0.0,0.0,4.8433046,311.98712
2022-10-03 22:00:00+00:00,16.05242,108.1776,1.7,0.0,3.6,143.13002
2022-10-03 23:00:00+00:00,16.05242,108.1776,0.0,0.0,2.3051248,321.34018
2022-10-04 00:00:00+00:00,16.05242,108.1776,0.7,0.0,9.220499,308.65982
2022-10-04 01:00:00+00:00,16.05242,108.1776,0.4,0.0,5.8048253,7.12493
2022-10-04 02:00:00+00:00,16.05242,108.1776,0.5,0.0,8.12197,12.804273
2022-10-04 03:00:00+00:00,16.05242,108.1776,0.5,0.0,6.489992,19.440128
2022-10-04 04:00:00+00:00,16.05242,108.1776,0.3,0.0,5.8603754,42.510403
2022-10-04 05:00:00+00:00,16.05242,108.1776,0.1,0.0,4.6938252,4.398633
2022-10-04 06:00:00+00:00,16.05242,108.1776,0.0,0.0,7.289445,32.905247
2022-10-04 07:00:00+00:00,16.05242,108.1776,0.0,0.0,9.19939,30.579157
2022-10-04 08:00:00+00:00,16.05242,108.1776,0.0,0.0,10.464797,26.564985
2022-10-04 09:00:00+00:00,16.05242,108.1776,0.0,0.0,12.661564,14.826528
2022-10-04 10:00:00+00:00,16.05242,108.1776,0.0,0.0,11.043261,19.025702
2022-10-04 11:00:00+00:00,16.05242,108.1776,0.0,0.0,5.815978,21.801476
2022-10-04 12:00:00+00:00,16.05242,108.1776,0.0,0.0,4.802999,347.00537
2022-10-04 13:00:00+00:00,16.05242,108.1776,0.0,0.0,5.8048253,299.74478
2022-10-04 14:00:00+00:00,16.05242,108.1776,0.0,0.0,5.4477882,277.59454
2022-10-04 15:00:00+00:00,16.05242,108.1776,0.0,0.0,4.829907,296.56497
2022-10-04 16:00:00+00:00,16.05242,108.1776,0.2,0.0,4.3498964,65.55606
2022-10-04 17:00:00+00:00,16.05242,108.1776,0.1,0.0,3.0547013,224.9999
2022-10-04 18:00:00+00:00,16.05242,108.1776,0.0,0.0,4.0249224,243.43501
2022-10-04 19:00:00+00:00,16.05242,108.1776,0.0,0.0,4.0249224,259.69522
2022-10-04 20:00:00+00:00,16.05242,108.1776,0.0,0.0,1.8,323.13
2022-10-04 21:00:00+00:00,16.05242,108.1776,0.2,0.0,3.2599385,6.3401003
2022-10-04 22:00:00+00:00,16.05242,108.1776,0.0,0.0,4.198285,300.96368
2022-10-04 23:00:00+00:00,16.05242,108.1776,0.0,0.0,1.08,270.0
2022-10-05 00:00:00+00:00,16.05242,108.1776,0.0,0.0,4.73506,8.746089
2022-10-05 01:00:00+00:00,16.05242,108.1776,0.1,0.0,7.69592,10.784258
2022-10-05 02:00:00+00:00,16.05242,108.1776,0.0,0.0,7.342588,11.3098955
2022-10-05 03:00:00+00:00,16.05242,108.1776,0.1,0.0,10.464797,26.564985
2022-10-05 04:00:00+00:00,16.05242,108.1776,0.0,0.0,12.397806,25.820946
2022-10-05 05:00:00+00:00,16.05242,108.1776,2.6,0.0,13.324863,38.418083
2022-10-05 06:00:00+00:00,16.05242,108.1776,2.4,0.0,12.768586,21.501507
2022-10-05 07:00:00+00:00,16.05242,108.1776,0.5,0.0,10.086427,55.175446
2022-10-05 08:00:00+00:00,16.05242,108.1776,0.1,0.0,8.161764,41.42357
2022-10-05 09:00:00+00:00,16.05242,108.1776,3.0,0.0,3.319036,77.4712
2022-10-05 10:00:00+00:00,16.05242,108.1776,0.1,0.0,2.4149535,243.43501
2022-10-05 11:00:00+00:00,16.05242,108.1776,0.1,0.0,4.3349743,228.36655
2022-10-05 12:00:00+00:00,16.05242,108.1776,0.0,0.0,3.9763298,354.80566
2022-10-05 13:00:00+00:00,16.05242,108.1776,0.5,0.0,4.0249224,10.304792
2022-10-05 14:00:00+00:00,16.05242,108.1776,0.4,0.0,5.506941,11.3098955
2022-10-05 15:00:00+00:00,16.05242,108.1776,0.8,0.0,2.9024127,277.1249
2022-10-05 16:00:00+00:00,16.05242,108.1776,0.1,0.0,2.8116899,230.19447
2022-10-05 17:00:00+00:00,16.05242,108.1776,0.0,0.0,4.3349743,228.36655
2022-10-05 18:00:00+00:00,16.05242,108.1776,0.0,0.0,3.5455887,246.0375
2022-10-05 19:00:00+00:00,16.05242,108.1776,0.9,0.0,3.396233,212.00534
2022-10-05 20:00:00+00:00,16.05242,108.1776,4.8,0.0,9.028754,246.50142
2022-10-05 21:00:00+00:00,16.05242,108.1776,0.0,0.0,2.8799999,270.0
2022-10-05 22:00:00+00:00,16.05242,108.1776,0.0,0.0,2.968636,345.9637
2022-10-05 23:00:00+00:00,16.05242,108.1776,0.0,0.0,2.968636,284.03625
2022-10-06 00:00:00+00:00,16.05242,108.1776,0.1,0.0,4.072935,224.9999
2022-10-06 01:00:00+00:00,16.05242,108.1776,0.5,0.0,3.8268526,48.814175
2022-10-06 02:00:00+00:00,16.05242,108.1776,0.1,0.0,7.9932966,324.16226
2022-10-06 03:00:00+00:00,16.05242,108.1776,0.0,0.0,8.373386,334.53668
2022-10-06 04:00:00+00:00,16.05242,108.1776,0.1,0.0,13.0447235,27.979382
2022-10-06 05:00:00+00:00,16.05242,108.1776,0.4,0.0,14.277983,33.6901
2022-10-06 06:00:00+00:00,16.05242,108.1776,0.3,0.0,14.182355,23.962492
2022-10-06 07:00:00+00:00,16.05242,108.1776,0.1,0.0,15.141414,18.00426
2022-10-06 08:00:00+00:00,16.05242,108.1776,0.0,0.0,16.179985,20.854538
2022-10-06 09:00:00+00:00,16.05242,108.1776,0.0,0.0,13.450708,15.524177
2022-10-06 10:00:00+00:00,16.05242,108.1776,0.0,0.0,7.754637,21.801476
2022-10-06 11:00:00+00:00,16.05242,108.1776,0.0,0.0,5.3517847,19.653913
2022-10-06 12:00:00+00:00,16.05242,108.1776,0.0,0.0,6.638072,347.4712
2022-10-06 13:00:00+00:00,16.05242,108.1776,0.0,0.0,5.5887027,345.06854
2022-10-06 14:00:00+00:00,16.05242,108.1776,0.2,0.0,5.771239,3.5762644
2022-10-06 15:00:00+00:00,16.05242,108.1776,0.2,0.0,2.8116899,309.8055
2022-10-06 16:00:00+00:00,16.05242,108.1776,0.2,0.0,3.096837,215.53777
2022-10-06 17:00:00+00:00,16.05242,108.1776,0.1,0.0,0.8049845,296.56497
2022-10-06 18:00:00+00:00,16.05242,108.1776,0.0,0.0,4.072935,315.0001
2022-10-06 19:00:00+00:00,16.05242,108.1776,0.0,0.0,4.3349743,274.76355
2022-10-06 20:00:00+00:00,16.05242,108.1776,0.0,0.0,4.2136917,250.0168
2022-10-06 21:00:00+00:00,16.05242,108.1776,0.0,0.0,3.9763298,264.80566
2022-10-06 22:00:00+00:00,16.05242,108.1776,0.0,0.0,4.8965297,323.97253
2022-10-06 23:00:00+00:00,16.05242,108.1776,0.1,0.0,6.924738,351.02744
2022-10-07 00:00:00+00:00,16.05242,108.1776,0.0,0.0,4.896529,342.8972
2022-10-07 01:00:00+00:00,16.05242,108.1776,0.1,0.0,9.47012,351.2539
2022-10-07 02:00:00+00:00,16.05242,108.1776,0.2,0.0,13.039754,6.3401003
2022-10-07 03:00:00+00:00,16.05242,108.1776,0.4,0.0,16.516901,16.46009
2022-10-07 04:00:00+00:00,16.05242,108.1776,0.1,0.0,16.808569,9.865748
2022-10-07 05:00:00+00:00,16.05242,108.1776,0.0,0.0,13.708391,13.671325
2022-10-07 06:00:00+00:00,16.05242,108.1776,0.0,0.0,15.716793,20.095322
2022-10-07 07:00:00+00:00,16.05242,108.1776,0.0,0.0,14.917212,19.746927
2022-10-07 08:00:00+00:00,16.05242,108.1776,0.0,0.0,15.827721,17.198626
2022-10-07 09:00:00+00:00,16.05242,108.1776,0.0,0.0,15.379206,16.313938
2022-10-07 10:00:00+00:00,16.05242,108.1776,0.0,0.0,10.587917,17.818983
2022-10-07 11:00:00+00:00,16.05242,108.1776,0.1,0.0,8.12197,12.804273
2022-10-07 12:00:00+00:00,16.05242,108.1776,0.4,0.0,5.937272,345.9637
2022-10-07 13:00:00+00:00,16.05242,108.1776,0.0,0.0,4.2136917,340.0168
2022-10-07 14:00:00+00:00,16.05242,108.1776,0.1,0.0,4.8433046,318.01288
