date,latitude,longitude,precipitation,evapotranspiration,wind_speed_10m,wind_direction_10m
2022-10-01 00:00:00+00:00,16.0155058,108.199074,0.0,0.0,1.609969,153.43501
2022-10-01 01:00:00+00:00,16.0155058,108.199074,0.0,0.0,2.2768397,198.43504
2022-10-01 02:00:00+00:00,16.0155058,108.199074,0.0,0.0,2.4149535,153.43501
2022-10-01 03:00:00+00:00,16.0155058,108.199074,0.0,0.0,4.1046314,142.12495
2022-10-01 04:00:00+00:00,16.0155058,108.199074,0.1,0.0,5.1544156,102.09474
2022-10-01 05:00:00+00:00,16.0155058,108.199074,0.2,0.0,8.759178,99.46225
2022-10-01 06:00:00+00:00,16.0155058,108.199074,0.7,0.0,10.446206,91.97489
2022-10-01 07:00:00+00:00,16.0155058,108.199074,0.4,0.0,13.1041975,110.924576
2022-10-01 08:00:00+00:00,16.0155058,108.199074,0.5,0.0,9.0,126.86999
2022-10-01 09:00:00+00:00,16.0155058,108.199074,0.4,0.0,8.161764,131.42357
2022-10-01 10:00:00+00:00,16.0155058,108.199074,0.0,0.0,7.145796,139.08571
2022-10-01 11:00:00+00:00,16.0155058,108.199074,0.0,0.0,6.9247384,152.10283
2022-10-01 12:00:00+00:00,16.0155058,108.199074,0.0,0.0,4.1046314,105.25517
2022-10-01 13:00:00+00:00,16.0155058,108.199074,0.3,0.0,4.510787,118.61037
2022-10-01 14:00:00+00:00,16.0155058,108.199074,0.1,0.0,3.96,180.0
2022-10-01 15:00:00+00:00,16.0155058,108.199074,0.0,0.0,3.6,216.86998
2022-10-01 16:00:00+00:00,16.0155058,108.199074,0.0,0.0,4.32,180.0
2022-10-01 17:00:00+00:00,16.0155058,108.199074,0.0,0.0,4.2136917,199.9832
2022-10-01 18:00:00+00:00,16.0155058,108.199074,0.0,0.0,4.3349743,184.76355
2022-10-01 19:00:00+00:00,16.0155058,108.199074,0.0,0.0,3.96,180.0
2022-10-01 20:00:00+00:00,16.0155058,108.199074,0.0,0.0,4.2136917,199.9832
2022-10-01 21:00:00+00:00,16.0155058,108.199074,0.0,0.0,3.9763298,185.19434
2022-10-01 22:00:00+00:00,16.0155058,108.199074,0.0,0.0,2.8116899,219.80553
2022-10-01 23:00:00+00:00,16.0155058,108.199074,0.0,0.0,1.0182338,224.9999
2022-10-02 00:00:00+00:00,16.0155058,108.199074,0.0,0.0,1.484318,255.96373
2022-10-02 01:00:00+00:00,16.0155058,108.199074,0.0,0.0,2.0991426,149.03632
2022-10-02 02:00:00+00:00,16.0155058,108.199074,0.1,0.0,7.928177,129.47243
2022-10-02 03:00:00+00:00,16.0155058,108.199074,0.1,0.0,10.990322,121.60746
2022-10-02 04:00:00+00:00,16.0155058,108.199074,0.1,0.0,10.787993,115.70991
