station,river,initial_flow_m3s
Ai_Nghia,Ai Nghia,126.3656
Cam_Le_DaNang,Cam Le,129.2516
Cau_Lau,Cau Lau,168.8531
Giao_Thuy,Giao Thuy,125.8812
Nong_Son,Nong Son,126.1156
Thanh_My,Thanh My,79.2859
Tuy_Loan,Tuy Loan,31.1562
