date,discharge_m3s
2023-10-12 00:00:00+00:00,604.0578
2023-10-12 01:00:00+00:00,673.7567769230769
2023-10-12 02:00:00+00:00,743.4557538461539
2023-10-12 03:00:00+00:00,813.1547307692308
2023-10-12 04:00:00+00:00,882.8537076923078
2023-10-12 05:00:00+00:00,952.5526846153847
2023-10-12 06:00:00+00:00,1022.2516615384616
2023-10-12 07:00:00+00:00,1091.9506384615386
2023-10-12 08:00:00+00:00,1161.6496153846156
2023-10-12 09:00:00+00:00,1231.3485923076923
2023-10-12 10:00:00+00:00,1301.0475692307693
2023-10-12 11:00:00+00:00,1370.7465461538463
2023-10-12 12:00:00+00:00,1440.445523076923
2023-10-12 13:00:00+00:00,1510.1445
2023-10-12 14:00:00+00:00,1555.8583157894739
2023-10-12 15:00:00+00:00,1601.5721315789474
2023-10-12 16:00:00+00:00,1647.2859473684211
2023-10-12 17:00:00+00:00,1692.999763157895
2023-10-12 18:00:00+00:00,1738.7135789473684
2023-10-12 19:00:00+00:00,1784.4273947368422
2023-10-12 20:00:00+00:00,1830.1412105263157
2023-10-12 21:00:00+00:00,1875.8550263157895
2023-10-12 22:00:00+00:00,1921.5688421052632
2023-10-12 23:00:00+00:00,1967.282657894737
2023-10-13 00:00:00+00:00,2012.9964736842105
2023-10-13 01:00:00+00:00,2058.710289473684
2023-10-13 02:00:00+00:00,2104.424105263158
2023-10-13 03:00:00+00:00,2150.1379210526316
2023-10-13 04:00:00+00:00,2195.8517368421053
2023-10-13 05:00:00+00:00,2241.565552631579
2023-10-13 06:00:00+00:00,2287.279368421053
2023-10-13 07:00:00+00:00,2332.993184210526
2023-10-13 08:00:00+00:00,2378.707
2023-10-13 09:00:00+00:00,2426.2573119999997
2023-10-13 10:00:00+00:00,2473.807624
2023-10-13 11:00:00+00:00,2521.357936
2023-10-13 12:00:00+00:00,2568.9082479999997
2023-10-13 13:00:00+00:00,2616.45856
2023-10-13 14:00:00+00:00,2664.008872
2023-10-13 15:00:00+00:00,2711.5591839999997
2023-10-13 16:00:00+00:00,2759.109496
2023-10-13 17:00:00+00:00,2806.659808
2023-10-13 18:00:00+00:00,2854.2101199999997
2023-10-13 19:00:00+00:00,2901.760432
2023-10-13 20:00:00+00:00,2949.310744
2023-10-13 21:00:00+00:00,2996.8610559999997
2023-10-13 22:00:00+00:00,3044.411368
2023-10-13 23:00:00+00:00,3091.96168
2023-10-14 00:00:00+00:00,3139.511992
2023-10-14 01:00:00+00:00,3187.062304
2023-10-14 02:00:00+00:00,3234.6126160000003
2023-10-14 03:00:00+00:00,3282.162928
2023-10-14 04:00:00+00:00,3329.71324
2023-10-14 05:00:00+00:00,3377.2635520000003
2023-10-14 06:00:00+00:00,3424.813864
2023-10-14 07:00:00+00:00,3472.364176
2023-10-14 08:00:00+00:00,3519.9144880000003
2023-10-14 09:00:00+00:00,3567.4648
2023-10-14 10:00:00+00:00,3543.5688222222225
2023-10-14 11:00:00+00:00,3519.6728444444448
2023-10-14 12:00:00+00:00,3495.776866666667
2023-10-14 13:00:00+00:00,3471.880888888889
2023-10-14 14:00:00+00:00,3447.984911111111
2023-10-14 15:00:00+00:00,3424.0889333333334
2023-10-14 16:00:00+00:00,3400.1929555555557
2023-10-14 17:00:00+00:00,3376.296977777778
2023-10-14 18:00:00+00:00,3352.4010000000003
2023-10-14 19:00:00+00:00,3328.5050222222226
2023-10-14 20:00:00+00:00,3304.6090444444444
2023-10-14 21:00:00+00:00,3280.7130666666667
2023-10-14 22:00:00+00:00,3256.817088888889
2023-10-14 23:00:00+00:00,3232.9211111111113
2023-10-15 00:00:00+00:00,3209.0251333333335
2023-10-15 01:00:00+00:00,3185.129155555556
2023-10-15 02:00:00+00:00,3161.233177777778
2023-10-15 03:00:00+00:00,3137.3372
2023-10-15 04:00:00+00:00,3113.441222222222
2023-10-15 05:00:00+00:00,3089.5452444444445
2023-10-15 06:00:00+00:00,3065.649266666667
2023-10-15 07:00:00+00:00,3041.753288888889
2023-10-15 08:00:00+00:00,3017.857311111111
2023-10-15 09:00:00+00:00,2993.9613333333336
2023-10-15 10:00:00+00:00,2970.0653555555555
2023-10-15 11:00:00+00:00,2946.1693777777778
2023-10-15 12:00:00+00:00,2922.2734
2023-10-15 13:00:00+00:00,2931.126996
2023-10-15 14:00:00+00:00,2939.980592
2023-10-15 15:00:00+00:00,2948.834188
2023-10-15 16:00:00+00:00,2957.687784
2023-10-15 17:00:00+00:00,2966.54138
2023-10-15 18:00:00+00:00,2975.394976
2023-10-15 19:00:00+00:00,2984.248572
2023-10-15 20:00:00+00:00,2993.102168
2023-10-15 21:00:00+00:00,3001.955764
2023-10-15 22:00:00+00:00,3010.80936
2023-10-15 23:00:00+00:00,3019.662956
