date,rainfall_mean,rainfall_max,station_count
2022-10-01 00:00:00+00:00,0.0,0.0,428
2022-10-01 01:00:00+00:00,0.0,0.0,428
2022-10-01 02:00:00+00:00,0.0,0.0,428
2022-10-01 03:00:00+00:00,0.0,0.0,428
2022-10-01 04:00:00+00:00,0.032710280373831696,0.1,428
2022-10-01 05:00:00+00:00,0.2226635514018704,0.3,428
2022-10-01 06:00:00+00:00,2.0231308411215085,2.7,428
2022-10-01 07:00:00+00:00,1.2378504672897197,3.8,428
2022-10-01 08:00:00+00:00,0.523364485981312,0.9,428
2022-10-01 09:00:00+00:00,0.42336448598131116,0.8,428
2022-10-01 10:00:00+00:00,0.11261682242990727,0.2,428
2022-10-01 11:00:00+00:00,0.4264018691588758,0.6,428
2022-10-01 12:00:00+00:00,0.2018691588785036,0.3,428
2022-10-01 13:00:00+00:00,0.29999999999999805,0.3,428
2022-10-01 14:00:00+00:00,0.1000000000000008,0.1,428
2022-10-01 15:00:00+00:00,0.0,0.0,428
2022-10-01 16:00:00+00:00,0.4037383177570072,0.6,428
2022-10-01 17:00:00+00:00,0.0,0.0,428
2022-10-01 18:00:00+00:00,0.0,0.0,428
2022-10-01 19:00:00+00:00,0.0,0.0,428
2022-10-01 20:00:00+00:00,0.0,0.0,428
2022-10-01 21:00:00+00:00,0.0,0.0,428
2022-10-01 22:00:00+00:00,0.0,0.0,428
2022-10-01 23:00:00+00:00,0.0,0.0,428
2022-10-02 00:00:00+00:00,0.0,0.0,428
2022-10-02 01:00:00+00:00,0.0,0.0,428
2022-10-02 02:00:00+00:00,0.1000000000000008,0.1,428
2022-10-02 03:00:00+00:00,0.07803738317757025,0.3,428
2022-10-02 04:00:00+00:00,0.1000000000000008,0.1,428
2022-10-02 05:00:00+00:00,0.022663551401869115,0.1,428
2022-10-02 06:00:00+00:00,0.022663551401869115,0.1,428
2022-10-02 07:00:00+00:00,0.032710280373831696,0.1,428
2022-10-02 08:00:00+00:00,0.05537383177570089,0.2,428
2022-10-02 09:00:00+00:00,0.04532710280373823,0.2,428
2022-10-02 10:00:00+00:00,0.04532710280373823,0.2,428
2022-10-02 11:00:00+00:00,0.0,0.0,428
2022-10-02 12:00:00+00:00,0.06728971962616855,0.1,428
2022-10-02 13:00:00+00:00,0.13271028037383276,0.2,428
2022-10-02 14:00:00+00:00,0.5992990654205574,0.7,428
2022-10-02 15:00:00+00:00,0.5873831775700901,0.7,428
2022-10-02 16:00:00+00:00,0.45467289719626175,0.5,428
2022-10-02 17:00:00+00:00,0.5691588785046703,0.7,428
2022-10-02 18:00:00+00:00,0.01004672897196262,0.1,428
2022-10-02 19:00:00+00:00,0.0,0.0,428
2022-10-02 20:00:00+00:00,0.0,0.0,428
2022-10-02 21:00:00+00:00,0.0,0.0,428
2022-10-02 22:00:00+00:00,0.0,0.0,428
2022-10-02 23:00:00+00:00,0.06728971962616855,0.1,428
2022-10-03 00:00:00+00:00,0.06728971962616855,0.1,428
2022-10-03 01:00:00+00:00,0.07733644859813131,0.1,428
2022-10-03 02:00:00+00:00,0.1000000000000008,0.1,428
2022-10-03 03:00:00+00:00,0.032710280373831696,0.1,428
2022-10-03 04:00:00+00:00,0.1672897196261693,0.2,428
2022-10-03 05:00:00+00:00,0.4264018691588758,0.6,428
2022-10-03 06:00:00+00:00,0.8806074766355084,1.9,428
2022-10-03 07:00:00+00:00,0.14275700934579522,0.3,428
2022-10-03 08:00:00+00:00,0.11004672897196344,0.2,428
2022-10-03 09:00:00+00:00,0.3738317757009319,2.6,428
2022-10-03 10:00:00+00:00,0.032710280373831696,0.1,428
2022-10-03 11:00:00+00:00,0.0,0.0,428
2022-10-03 12:00:00+00:00,0.0,0.0,428
2022-10-03 13:00:00+00:00,0.06728971962616855,0.1,428
2022-10-03 14:00:00+00:00,0.7728971962616838,1.1,428
2022-10-03 15:00:00+00:00,0.08995327102803803,0.1,428
2022-10-03 16:00:00+00:00,0.0,0.0,428
2022-10-03 17:00:00+00:00,0.0,0.0,428
2022-10-03 18:00:00+00:00,0.0,0.0,428
2022-10-03 19:00:00+00:00,0.0,0.0,428
2022-10-03 20:00:00+00:00,0.0,0.0,428
2022-10-03 21:00:00+00:00,0.5383177570093484,0.8,428
2022-10-03 22:00:00+00:00,1.4469626168224392,3.2,428
2022-10-03 23:00:00+00:00,0.06728971962616855,0.1,428
2022-10-04 00:00:00+00:00,0.508177570093461,0.8,428
2022-10-04 01:00:00+00:00,2.490186915887861,5.8,428
2022-10-04 02:00:00+00:00,2.728738317757025,4.6,428
2022-10-04 03:00:00+00:00,0.5974299065420535,0.8,428
2022-10-04 04:00:00+00:00,0.37733644859813337,0.4,428
2022-10-04 05:00:00+00:00,0.1000000000000008,0.1,428
2022-10-04 06:00:00+00:00,0.07733644859813131,0.1,428
2022-10-04 07:00:00+00:00,0.0,0.0,428
2022-10-04 08:00:00+00:00,0.0,0.0,428
2022-10-04 09:00:00+00:00,0.0,0.0,428
2022-10-04 10:00:00+00:00,0.0,0.0,428
2022-10-04 11:00:00+00:00,0.0,0.0,428
2022-10-04 12:00:00+00:00,0.1446261682242999,0.2,428
2022-10-04 13:00:00+00:00,0.0,0.0,428
2022-10-04 14:00:00+00:00,0.0,0.0,428
2022-10-04 15:00:00+00:00,0.06728971962616855,0.1,428
2022-10-04 16:00:00+00:00,0.4119158878504674,0.5,428
2022-10-04 17:00:00+00:00,0.1000000000000008,0.1,428
2022-10-04 18:00:00+00:00,0.0,0.0,428
2022-10-04 19:00:00+00:00,0.0,0.0,428
2022-10-04 20:00:00+00:00,0.06728971962616855,0.1,428
2022-10-04 21:00:00+00:00,0.18995327102803874,0.2,428
2022-10-04 22:00:00+00:00,0.0,0.0,428
2022-10-04 23:00:00+00:00,0.0,0.0,428
2022-10-05 00:00:00+00:00,0.0,0.0,428
2022-10-05 01:00:00+00:00,0.1672897196261693,0.2,428
2022-10-05 02:00:00+00:00,0.0,0.0,428
2022-10-05 03:00:00+00:00,0.032710280373831696,0.1,428
2022-10-05 04:00:00+00:00,0.01004672897196262,0.1,428
2022-10-05 05:00:00+00:00,5.4894859813084125,6.7,428
2022-10-05 06:00:00+00:00,3.4285046728971817,4.6,428
2022-10-05 07:00:00+00:00,1.4411214953271112,2.5,428
2022-10-05 08:00:00+00:00,0.2948598130841106,0.7,428
2022-10-05 09:00:00+00:00,3.306308411214956,3.5,428
2022-10-05 10:00:00+00:00,0.11004672897196344,0.2,428
2022-10-05 11:00:00+00:00,0.120093457943926,0.3,428
2022-10-05 12:00:00+00:00,0.0,0.0,428
2022-10-05 13:00:00+00:00,0.513084112149536,1.3,428
2022-10-05 14:00:00+00:00,1.048831775700929,1.5,428
2022-10-05 15:00:00+00:00,0.759813084112155,0.8,428
2022-10-05 16:00:00+00:00,0.06285046728971963,0.4,428
2022-10-05 17:00:00+00:00,0.0,0.0,428
2022-10-05 18:00:00+00:00,0.0,0.0,428
2022-10-05 19:00:00+00:00,0.47313084112149884,0.9,428
2022-10-05 20:00:00+00:00,1.722663551401879,4.8,428
2022-10-05 21:00:00+00:00,0.0,0.0,428
2022-10-05 22:00:00+00:00,0.0,0.0,428
