Run ID,Status,Start Time,End Time,Total Timesteps,Ai Nghia Peak Q (m3/s),Tuy Loan Peak Q (m3/s),Vu Gia Peak Q (m3/s),Han River Peak WSE (m),Total 2D Flooded Area (km2),Peak 2D Flood Depth (m),Assessed Date
2022-10-09_to_2022-10-10,PASS,14OCT2022 00:00:00,15OCT2022 12:00:00,37,12016.39,420.35,6242.29,6.29,45.96,5.11,2026-09-23 23:29:52
