date,discharge_m3s
2023-11-07 00:00:00+00:00,95.004688
2023-11-07 01:00:00+00:00,101.48228036363636
2023-11-07 02:00:00+00:00,107.95987272727272
2023-11-07 03:00:00+00:00,114.43746509090909
2023-11-07 04:00:00+00:00,120.91505745454546
2023-11-07 05:00:00+00:00,127.39264981818181
2023-11-07 06:00:00+00:00,133.87024218181818
2023-11-07 07:00:00+00:00,140.34783454545453
2023-11-07 08:00:00+00:00,146.8254269090909
2023-11-07 09:00:00+00:00,153.30301927272728
2023-11-07 10:00:00+00:00,159.78061163636363
2023-11-07 11:00:00+00:00,166.25820399999998
2023-11-07 12:00:00+00:00,172.73579636363635
2023-11-07 13:00:00+00:00,179.21338872727273
2023-11-07 14:00:00+00:00,185.69098109090908
2023-11-07 15:00:00+00:00,192.16857345454545
2023-11-07 16:00:00+00:00,198.64616581818183
2023-11-07 17:00:00+00:00,205.12375818181818
2023-11-07 18:00:00+00:00,211.60135054545452
2023-11-07 19:00:00+00:00,218.0789429090909
2023-11-07 20:00:00+00:00,224.55653527272727
2023-11-07 21:00:00+00:00,231.03412763636362
2023-11-07 22:00:00+00:00,237.51172
2023-11-07 23:00:00+00:00,95.004688
