date,discharge_m3s
2023-10-15 00:00:00+00:00,3257.2421666666664
2023-10-15 01:00:00+00:00,3238.332011111111
2023-10-15 02:00:00+00:00,3219.4218555555553
2023-10-15 03:00:00+00:00,3200.5117
2023-10-15 04:00:00+00:00,3181.6015444444442
2023-10-15 05:00:00+00:00,3162.691388888889
2023-10-15 06:00:00+00:00,3143.781233333333
2023-10-15 07:00:00+00:00,3124.871077777778
2023-10-15 08:00:00+00:00,3105.960922222222
2023-10-15 09:00:00+00:00,3087.0507666666667
2023-10-15 10:00:00+00:00,3068.140611111111
2023-10-15 11:00:00+00:00,3049.2304555555556
2023-10-15 12:00:00+00:00,3030.3203
2023-10-15 13:00:00+00:00,3035.011708
2023-10-15 14:00:00+00:00,3039.7031159999997
2023-10-15 15:00:00+00:00,3044.394524
2023-10-15 16:00:00+00:00,3049.085932
2023-10-15 17:00:00+00:00,3053.77734
2023-10-15 18:00:00+00:00,3058.468748
2023-10-15 19:00:00+00:00,3063.160156
2023-10-15 20:00:00+00:00,3067.851564
2023-10-15 21:00:00+00:00,3072.5429719999997
2023-10-15 22:00:00+00:00,3077.23438
2023-10-15 23:00:00+00:00,3081.925788
2023-10-16 00:00:00+00:00,3086.617196
2023-10-16 01:00:00+00:00,3091.308604
2023-10-16 02:00:00+00:00,3096.000012
2023-10-16 03:00:00+00:00,3100.69142
2023-10-16 04:00:00+00:00,3105.3828280000002
2023-10-16 05:00:00+00:00,3110.074236
2023-10-16 06:00:00+00:00,3114.765644
2023-10-16 07:00:00+00:00,3119.457052
2023-10-16 08:00:00+00:00,3124.14846
2023-10-16 09:00:00+00:00,3128.839868
2023-10-16 10:00:00+00:00,3133.531276
2023-10-16 11:00:00+00:00,3138.2226840000003
2023-10-16 12:00:00+00:00,3142.914092
2023-10-16 13:00:00+00:00,3147.6055
2023-10-16 14:00:00+00:00,3183.2255055555556
2023-10-16 15:00:00+00:00,3218.845511111111
2023-10-16 16:00:00+00:00,3254.4655166666666
2023-10-16 17:00:00+00:00,3290.085522222222
2023-10-16 18:00:00+00:00,3325.705527777778
2023-10-16 19:00:00+00:00,3361.3255333333336
2023-10-16 20:00:00+00:00,3396.945538888889
2023-10-16 21:00:00+00:00,3432.5655444444446
2023-10-16 22:00:00+00:00,3468.18555
2023-10-16 23:00:00+00:00,3503.8055555555557
2023-10-17 00:00:00+00:00,3539.425561111111
2023-10-17 01:00:00+00:00,3575.0455666666667
2023-10-17 02:00:00+00:00,3610.665572222222
2023-10-17 03:00:00+00:00,3646.2855777777777
2023-10-17 04:00:00+00:00,3681.905583333333
2023-10-17 05:00:00+00:00,3717.525588888889
2023-10-17 06:00:00+00:00,3753.1455944444447
2023-10-17 07:00:00+00:00,3788.7656
2023-10-17 08:00:00+00:00,3646.68689
2023-10-17 09:00:00+00:00,3504.60818
2023-10-17 10:00:00+00:00,3362.5294700000004
2023-10-17 11:00:00+00:00,3220.45076
2023-10-17 12:00:00+00:00,3078.37205
2023-10-17 13:00:00+00:00,2936.29334
2023-10-17 14:00:00+00:00,2794.2146300000004
2023-10-17 15:00:00+00:00,2652.13592
2023-10-17 16:00:00+00:00,2510.05721
2023-10-17 17:00:00+00:00,2367.9785
2023-10-17 18:00:00+00:00,2225.8997900000004
2023-10-17 19:00:00+00:00,2083.82108
2023-10-17 20:00:00+00:00,1941.7423700000002
2023-10-17 21:00:00+00:00,1799.6636600000002
2023-10-17 22:00:00+00:00,1657.58495
2023-10-17 23:00:00+00:00,1515.5062400000002
