date,discharge_m3s
2022-12-17 00:00:00+00:00,155.6125
2022-12-17 01:00:00+00:00,175.0640625
2022-12-17 02:00:00+00:00,194.515625
2022-12-17 03:00:00+00:00,213.96718750000002
2022-12-17 04:00:00+00:00,233.41875000000002
2022-12-17 05:00:00+00:00,252.8703125
2022-12-17 06:00:00+00:00,272.321875
2022-12-17 07:00:00+00:00,291.7734375
2022-12-17 08:00:00+00:00,311.225
2022-12-17 09:00:00+00:00,330.67656250000005
2022-12-17 10:00:00+00:00,350.128125
2022-12-17 11:00:00+00:00,369.5796875
2022-12-17 12:00:00+00:00,389.03125
2022-12-17 13:00:00+00:00,367.81136363636364
2022-12-17 14:00:00+00:00,346.5914772727273
2022-12-17 15:00:00+00:00,325.3715909090909
2022-12-17 16:00:00+00:00,304.15170454545455
2022-12-17 17:00:00+00:00,282.9318181818182
2022-12-17 18:00:00+00:00,261.7119318181818
2022-12-17 19:00:00+00:00,240.49204545454546
2022-12-17 20:00:00+00:00,219.2721590909091
2022-12-17 21:00:00+00:00,198.05227272727274
2022-12-17 22:00:00+00:00,176.83238636363637
2022-12-17 23:00:00+00:00,155.6125
