date,discharge_m3s
2023-06-09 00:00:00+00:00,207.72500000000002
2023-06-09 01:00:00+00:00,223.30437500000002
2023-06-09 02:00:00+00:00,238.88375000000002
2023-06-09 03:00:00+00:00,254.46312500000002
2023-06-09 04:00:00+00:00,270.0425
2023-06-09 05:00:00+00:00,285.62187500000005
2023-06-09 06:00:00+00:00,301.20125
2023-06-09 07:00:00+00:00,316.780625
2023-06-09 08:00:00+00:00,332.36
2023-06-09 09:00:00+00:00,347.93937500000004
2023-06-09 10:00:00+00:00,363.51875
2023-06-09 11:00:00+00:00,379.098125
2023-06-09 12:00:00+00:00,394.6775
2023-06-09 13:00:00+00:00,410.25687500000004
2023-06-09 14:00:00+00:00,425.83625
2023-06-09 15:00:00+00:00,441.415625
2023-06-09 16:00:00+00:00,456.995
2023-06-09 17:00:00+00:00,472.574375
2023-06-09 18:00:00+00:00,488.15375
2023-06-09 19:00:00+00:00,503.733125
2023-06-09 20:00:00+00:00,519.3125
2023-06-09 21:00:00+00:00,415.45
2023-06-09 22:00:00+00:00,311.5875
2023-06-09 23:00:00+00:00,207.72500000000002
