date,discharge_m3s
2023-01-16 00:00:00+00:00,45.25625
2023-01-16 01:00:00+00:00,50.913281250000004
2023-01-16 02:00:00+00:00,56.5703125
2023-01-16 03:00:00+00:00,62.22734375
2023-01-16 04:00:00+00:00,67.884375
2023-01-16 05:00:00+00:00,73.54140625
2023-01-16 06:00:00+00:00,79.19843750000001
2023-01-16 07:00:00+00:00,84.85546875
2023-01-16 08:00:00+00:00,90.5125
2023-01-16 09:00:00+00:00,96.16953125
2023-01-16 10:00:00+00:00,101.8265625
2023-01-16 11:00:00+00:00,107.48359375000001
2023-01-16 12:00:00+00:00,113.140625
2023-01-16 13:00:00+00:00,106.96931818181818
2023-01-16 14:00:00+00:00,100.79801136363636
2023-01-16 15:00:00+00:00,94.62670454545454
2023-01-16 16:00:00+00:00,88.45539772727273
2023-01-16 17:00:00+00:00,82.2840909090909
2023-01-16 18:00:00+00:00,76.11278409090909
2023-01-16 19:00:00+00:00,69.94147727272727
2023-01-16 20:00:00+00:00,63.77017045454545
2023-01-16 21:00:00+00:00,57.59886363636363
2023-01-16 22:00:00+00:00,51.42755681818181
2023-01-16 23:00:00+00:00,45.25625
